id_choque,tipo_choque,data_choque,hora_choque,latitude_choque,longitude_choque,velocidade_choque,posicao_choque,trecho_choque,forca_maxima_choque,ACT_choque,PEG_choque,id_vagao,id_viagem,tipo_engate
830,0,10/09/2022,06:24:49,-8.8881361,-36.47039732,9.0,116.37,T3,158.0019064,15.55775934,91.31604098,58,1,F
831,0,10/09/2022,06:25:00,-8.888133665,-36.47014085,9.72,116.3443,T3,141.9143028,15.23122866,91.33148773,58,1,F
832,0,10/09/2022,06:25:00,-8.888134045,-36.47013059,9.72,116.3405,T3,137.4224681,15.10964808,91.33570048,58,1,F
833,0,10/09/2022,06:25:00,-8.8881341,-36.47012748,9.72,116.34,T3,138.6870172,15.09806898,91.33008348,58,1,F
834,0,10/09/2022,06:25:00,-8.8881341,-36.47012448,9.72,116.34,T3,137.0758156,15.06564749,91.33991324,58,1,F
835,0,10/09/2022,06:26:26,-8.8881331,-36.46867865,3.8682,116.18,T3,148.2077538,15.82523661,91.30059422,58,1,F
836,0,10/09/2022,06:26:27,-8.8881341,-36.46866555,3.9402,116.18,T3,137.9839474,15.78123602,91.30761547,58,1,F
837,0,10/09/2022,06:26:51,-8.8881361,-36.46841465,3.96,116.16,T3,136.0212109,15.87850048,91.30059422,58,1,F
838,0,10/09/2022,06:26:52,-8.88813529,-36.46840405,4.1058,116.16,T3,145.7128325,15.93176435,91.30340272,58,1,F
839,0,10/09/2022,06:26:55,-8.8881341,-36.46837635,4.68,116.16,T3,136.0602704,15.55196979,91.35816849,58,1,F
840,0,10/09/2022,06:26:55,-8.8881341,-36.46837607,4.68,116.16,T3,136.0846825,15.55081188,91.34693449,58,1,F
841,0,10/09/2022,06:27:25,-8.8881211,-36.46800656,5.04,116.12,T3,136.704751,15.68049783,91.32587073,58,1,F
842,0,10/09/2022,06:27:25,-8.8881211,-36.4680039,5.04,116.12,T3,137.2125236,15.69786648,91.34412599,58,1,F
843,0,10/09/2022,06:27:26,-8.8881191,-36.4679798,4.8546,116.12,T3,150.0777241,15.90860615,91.32446648,58,1,F
844,0,10/09/2022,06:28:26,-8.8881041,-36.46703483,6.12,116.0291,T3,146.3182537,15.77081483,91.31463672,58,1,F
845,0,10/09/2022,06:28:26,-8.8881041,-36.46703168,6.12,116.027,T3,136.0602704,15.76155155,91.31604098,58,1,F
846,0,10/09/2022,06:28:43,-8.8880991,-36.46676708,6.12,116.0,T3,136.1042122,16.21082072,91.31042397,58,1,F
847,0,10/09/2022,06:28:43,-8.8880991,-36.4667589,6.237,115.9967,T3,137.2125236,16.04755538,91.30621122,58,1,F
848,0,10/09/2022,06:28:43,-8.8880991,-36.46675722,6.2748,115.99565,T3,137.6958841,16.05797657,91.30340272,58,1,F
849,0,10/09/2022,06:28:44,-8.8880991,-36.46675178,6.3972,115.99225,T3,136.3043918,15.96765957,91.29497722,58,1,F
850,0,10/09/2022,06:28:46,-8.8880991,-36.46671966,6.48,115.99,T3,146.957852,15.87965839,91.30621122,58,1,F
851,0,10/09/2022,06:37:03,-8.8880991,-36.4658931,0.0,115.91,T3,136.1628014,15.60175993,91.0422121,58,1,F
852,0,10/09/2022,06:37:03,-8.8880991,-36.4658931,0.0,115.91,T3,137.1929939,15.60291784,91.04782911,58,1,F
853,0,10/09/2022,06:37:03,-8.8880991,-36.4658931,0.0,115.91,T3,137.7349435,15.61912859,91.06046736,58,1,F
854,0,10/09/2022,06:37:03,-8.8880991,-36.4658931,0.0,115.91,T3,137.2662303,15.62954978,91.05063761,58,1,F
855,0,10/09/2022,06:37:04,-8.8880991,-36.4658931,0.0,115.91,T3,136.2702148,15.63070769,91.08855237,58,1,F
856,0,10/09/2022,06:37:04,-8.8880991,-36.4658931,0.0,115.91,T3,136.8512239,15.6202865,91.07591412,58,1,F
857,0,10/09/2022,06:37:04,-8.8880991,-36.4658931,0.0,115.91,T3,136.1969784,15.58439128,91.07731837,58,1,F
858,0,10/09/2022,06:37:08,-8.8880991,-36.4658931,0.0,115.91,T3,136.773105,15.47670563,91.07029712,58,1,F
859,0,10/09/2022,06:37:08,-8.8880991,-36.4658931,0.0,115.91,T3,136.3922755,15.53112741,91.07591412,58,1,F
860,0,10/09/2022,06:37:08,-8.8880991,-36.4658931,0.0,115.91,T3,136.1432717,15.53228532,91.08714812,58,1,F
861,0,10/09/2022,06:37:11,-8.8880991,-36.46589356,0.36,115.91,T3,136.0700352,15.48944264,91.06327586,58,1,F
862,0,10/09/2022,06:37:11,-8.8880991,-36.46589352,0.36,115.91,T3,136.3141567,15.48944264,91.06187161,58,1,F
863,0,10/09/2022,06:37:11,-8.8880991,-36.46589323,0.36,115.91,T3,136.4166877,15.48017936,91.04923336,58,1,F
864,0,10/09/2022,06:37:11,-8.8880991,-36.4658932,0.36,115.91,T3,136.0163285,15.48017936,91.05485036,58,1,F
865,0,10/09/2022,06:37:11,-8.8880991,-36.46589317,0.36,115.91,T3,136.0944474,15.48017936,91.06187161,58,1,F
866,0,10/09/2022,06:37:24,-8.8880991,-36.46587489,0.72,115.91,T3,137.6519422,15.14901703,91.1503394,58,1,F
867,0,10/09/2022,06:37:24,-8.8880991,-36.46587406,0.72,115.91,T3,136.5631606,15.14322748,91.17561591,58,1,F
868,0,10/09/2022,06:37:27,-8.88809948,-36.46586572,1.08,115.91,T3,137.6519422,15.35512505,91.11944589,58,1,F
869,0,10/09/2022,06:37:30,-8.8880991,-36.46585618,1.08,115.91,T3,136.3092742,15.66081336,91.16016916,58,1,F
870,0,10/09/2022,06:37:31,-8.8880991,-36.46585452,1.08,115.91,T3,136.26045,15.70365604,91.1475309,58,1,F
871,0,10/09/2022,06:37:33,-8.8880991,-36.46584926,1.08,115.91,T3,136.0163285,15.86807929,91.1362969,58,1,F
872,0,10/09/2022,06:37:33,-8.8880991,-36.46584899,1.08,115.91,T3,136.3678634,15.85186855,91.1447224,58,1,F
873,0,10/09/2022,06:37:33,-8.8880991,-36.46584878,1.08,115.91,T3,136.5289835,15.84260526,91.1391054,58,1,F
874,0,10/09/2022,06:37:33,-8.8880991,-36.4658477,1.08,115.91,T3,136.0505055,15.88892167,91.15455215,58,1,F
875,0,10/09/2022,06:37:33,-8.8880991,-36.46584722,1.08,115.91,T3,137.5689409,15.89007958,91.15736065,58,1,F
876,0,10/09/2022,06:37:34,-8.8880991,-36.46584293,1.2204,115.91,T3,136.0065636,15.95144883,91.21774343,58,1,F
877,0,10/09/2022,06:37:36,-8.8880991,-36.46583764,1.44,115.91,T3,136.3043918,15.9143957,91.16719041,58,1,F
878,0,10/09/2022,06:37:36,-8.8880991,-36.46583728,1.44,115.91,T3,137.5738234,15.89702705,91.15736065,58,1,F
879,0,10/09/2022,06:37:36,-8.8880991,-36.46583684,1.44,115.91,T3,136.3483337,15.93292226,91.1475309,58,1,F
880,0,10/09/2022,06:37:36,-8.8880991,-36.46583632,1.44,115.91,T3,137.0660507,15.91323779,91.16719041,58,1,F
881,0,10/09/2022,06:37:37,-8.8880991,-36.46583584,1.44,115.91,T3,136.1676838,15.93292226,91.15174365,58,1,F
882,0,10/09/2022,06:37:40,-8.8880991,-36.46582288,1.6722,115.9035,T3,136.2067432,15.90629033,91.21633918,58,1,F
883,0,10/09/2022,06:37:40,-8.8880991,-36.4658226,1.692,115.90295,T3,136.3141567,15.91671152,91.20089242,58,1,F
884,0,10/09/2022,06:37:40,-8.8880991,-36.46582228,1.7154,115.9023,T3,137.4517626,15.90629033,91.20510518,58,1,F
885,0,10/09/2022,06:37:40,-8.8880991,-36.46581963,1.8,115.9,T3,145.7274798,15.99081778,91.17561591,58,1,F
886,0,10/09/2022,06:37:41,-8.8880991,-36.46581688,1.8,115.9,T3,138.6333105,15.98734404,91.1559564,58,1,F
887,0,10/09/2022,06:37:42,-8.88809901,-36.46581083,1.8,115.9,T3,143.066556,16.01860762,91.13208414,58,1,F
888,0,10/09/2022,06:37:43,-8.88809846,-36.46580918,1.8,115.9,T3,138.8188428,16.03597628,91.12646714,58,1,F
889,0,10/09/2022,06:37:43,-8.8880981,-36.46580738,1.8,115.9,T3,141.1282317,16.04639747,91.15736065,58,1,F
890,0,10/09/2022,06:37:44,-8.8880981,-36.46580525,1.8,115.9,T3,141.3039991,16.03945001,91.16157341,58,1,F
891,0,10/09/2022,06:37:45,-8.8880981,-36.46579863,1.8,115.9,T3,136.328804,15.9595542,91.20510518,58,1,F
892,0,10/09/2022,06:37:45,-8.88809808,-36.46579805,1.8036,115.9,T3,136.2848621,15.94218555,91.19948817,58,1,F
893,0,10/09/2022,06:37:46,-8.8880964,-36.46579385,2.106,115.9,T3,139.3803221,15.88197421,91.17561591,58,1,F
894,0,10/09/2022,06:37:46,-8.8880961,-36.4657926,2.16,115.9,T3,140.4544565,15.79165721,91.16719041,58,1,F
895,0,10/09/2022,06:37:47,-8.8880961,-36.46579005,2.16,115.9,T3,137.4175856,15.83449989,91.15455215,58,1,F
896,0,10/09/2022,06:37:47,-8.8880961,-36.4657894,2.16,115.9,T3,138.7114293,15.78934139,91.15876491,58,1,F
897,0,10/09/2022,06:37:48,-8.8880961,-36.46578555,2.16,115.9,T3,139.7367394,15.78007811,91.1475309,58,1,F
898,0,10/09/2022,06:37:48,-8.8880961,-36.4657837,2.16,115.9,T3,138.5454267,15.79744677,91.15736065,58,1,F
899,0,10/09/2022,06:37:48,-8.8880961,-36.46577992,2.16,115.9,T3,139.0434345,15.79860468,91.17702016,58,1,F
900,0,10/09/2022,06:37:49,-8.8880961,-36.46577736,2.16,115.9,T3,136.0358582,15.83797362,91.18825417,58,1,F
901,0,10/09/2022,06:37:49,-8.8880961,-36.46577698,2.16,115.9,T3,136.0456231,15.83797362,91.18263717,58,1,F
902,0,10/09/2022,06:37:50,-8.88809508,-36.46577355,2.16,115.9,T3,140.8987575,15.91323779,91.21353068,58,1,F
903,0,10/09/2022,06:37:53,-8.88809382,-36.46575114,2.52,115.9,T3,140.5911645,16.03713419,91.16999891,58,1,F
904,0,10/09/2022,06:37:54,-8.888093185,-36.4657467,2.52,115.9,T3,138.6430753,15.91671152,91.20931793,58,1,F
905,0,10/09/2022,06:37:54,-8.8880931,-36.4657446,2.52,115.9,T3,141.1575263,15.84028944,91.19106267,58,1,F
906,0,10/09/2022,06:37:58,-8.88809198,-36.46572074,2.88,115.89,T3,138.5063673,15.31112446,91.18404142,58,1,F
907,0,10/09/2022,06:37:58,-8.88809126,-36.46571858,2.88,115.89,T3,136.8854009,15.33659849,91.16999891,58,1,F
908,0,10/09/2022,06:37:58,-8.8880911,-36.46571711,2.88,115.89,T3,136.1530365,15.3377564,91.15736065,58,1,F
909,0,10/09/2022,06:37:58,-8.8880911,-36.46571554,2.88,115.89,T3,137.7251787,15.31228237,91.17421166,58,1,F
910,0,10/09/2022,06:37:59,-8.8880911,-36.46571338,2.88,115.89,T3,136.0016812,15.3493355,91.17982866,58,1,F
911,0,10/09/2022,06:38:08,-8.8880891,-36.4656335,3.6,115.88235,T3,152.9974167,15.30186118,91.19808392,58,1,F
912,0,10/09/2022,06:38:38,-8.8880891,-36.4652183,6.48,115.84,T3,137.7447084,15.00196243,91.24442419,58,1,F
913,0,10/09/2022,06:38:39,-8.8880891,-36.46520902,6.48,115.84,T3,142.2316607,15.10849017,91.23459444,58,1,F
914,0,10/09/2022,06:38:39,-8.8880891,-36.46520291,6.4836,115.84,T3,141.2209978,15.13512211,91.24442419,58,1,F
915,0,10/09/2022,06:38:40,-8.8880891,-36.46518005,6.84,115.84,T3,142.4953118,15.64460261,91.27531771,58,1,F
916,0,10/09/2022,06:38:41,-8.88808903,-36.46516484,6.84,115.84,T3,138.2573634,16.06608194,91.29357297,58,1,F
917,0,10/09/2022,06:38:42,-8.888088435,-36.46515413,6.84,115.84,T3,142.9200831,15.99081778,91.28093471,58,1,F
918,0,10/09/2022,06:38:43,-8.8880881,-36.46513281,6.84,115.8319,T3,140.6692834,16.36598069,91.23599869,58,1,F
919,0,10/09/2022,06:38:43,-8.8880881,-36.46512271,6.84,115.83,T3,139.834388,16.58598364,91.22757319,58,1,F
920,0,10/09/2022,06:38:44,-8.8880881,-36.46511236,6.84,115.83,T3,137.6714719,17.15104384,91.21212643,58,1,F
921,0,10/09/2022,06:38:45,-8.888088635,-36.4651004,7.0326,115.83,T3,140.0589797,17.35830977,91.22897744,58,1,F
922,0,10/09/2022,06:38:45,-8.88808875,-36.4650981,7.074,115.83,T3,136.1823311,17.44515304,91.22336043,58,1,F
923,0,10/09/2022,06:38:45,-8.88808906,-36.4650919,7.1856,115.83,T3,138.0718311,17.38494171,91.23178594,58,1,F
924,0,10/09/2022,06:38:46,-8.8880891,-36.46507625,7.2,115.83,T3,136.1530365,16.18766252,91.2640837,58,1,F
925,0,10/09/2022,08:06:13,-9.06396899,-36.11189311,4.32,69.1,T3,157.4355446,16.33934876,90.75293647,49,1,F
926,0,10/09/2022,11:12:23,-9.25489571,-35.99388547,3.1698,40.49,T3,160.7116545,16.9321988,90.3569378,59,1,F
927,0,10/09/2022,11:13:03,-9.2551103,-35.9933231,7.92,40.42095,T3,139.2338492,16.47714008,90.39625682,59,1,F
928,0,10/09/2022,11:13:03,-9.255111835,-35.99331879,7.92,40.42,T3,138.696782,16.26176877,90.38923556,59,1,F
929,0,10/09/2022,11:13:03,-9.25511327,-35.99331428,7.92,40.42,T3,136.7779874,16.07534522,90.38923556,59,1,F
930,0,10/09/2022,11:13:03,-9.25511418,-35.99331142,7.92,40.42,T3,138.320835,15.94218555,90.38642706,59,1,F
931,0,10/09/2022,11:14:15,-9.25576975,-35.99160315,10.44,40.2233,T3,136.6412794,16.22587355,90.39906532,60,1,F
932,0,10/09/2022,11:14:15,-9.25577155,-35.99159829,10.44,40.2215,T3,137.0660507,16.23513684,90.38642706,60,1,F
933,0,10/09/2022,11:14:15,-9.25577305,-35.99159424,10.44,40.22,T3,137.0562859,16.30576936,90.38923556,60,1,F
934,0,10/09/2022,11:14:15,-9.2557743,-35.99159098,10.4832,40.22,T3,138.3013053,16.27682161,90.38642706,60,1,F
935,0,10/09/2022,11:14:16,-9.2557851,-35.9915627,10.8,40.22,T3,144.8437602,15.93986972,90.3653633,60,1,F
936,0,10/09/2022,11:14:19,-9.2558097,-35.99149174,10.8,40.21,T3,138.0571838,13.89615815,90.44259709,60,1,F
937,0,10/09/2022,11:14:19,-9.25581234,-35.99148392,10.8,40.21,T3,139.9564487,14.00037007,90.42995883,60,1,F
938,0,10/09/2022,11:14:19,-9.2558139,-35.99147865,10.8,40.21,T3,138.9067265,14.28058435,90.43838433,60,1,F
939,0,10/09/2022,11:14:21,-9.2558246,-35.9914457,10.8,40.21,T3,143.8135677,16.56745708,90.40889507,60,1,F
940,0,10/09/2022,11:14:22,-9.255833915,-35.99141866,10.8,40.2046,T3,143.4132085,16.33587503,90.38081006,60,1,F
941,0,10/09/2022,11:14:22,-9.255837245,-35.99140867,10.8,40.2009,T3,137.9058285,16.39145472,90.38502281,60,1,F
942,0,10/09/2022,11:14:22,-9.2558381,-35.9914061,10.8,40.2,T3,136.5045714,16.37408607,90.40187382,60,1,F
943,0,10/09/2022,11:14:22,-9.2558391,-35.9914034,10.8,40.2,T3,136.3483337,16.39956009,90.38783131,60,1,F
944,0,10/09/2022,11:14:22,-9.2558402,-35.99140043,10.8,40.2,T3,136.533866,16.46440306,90.41310782,60,1,F
945,0,10/09/2022,11:14:22,-9.25584135,-35.99139733,10.8,40.2,T3,137.9985947,16.57787827,90.41591632,60,1,F
946,0,10/09/2022,11:14:23,-9.25584335,-35.99139193,10.8,40.2,T3,138.1987743,16.74693316,90.41451207,60,1,F
947,0,10/09/2022,11:14:23,-9.25584475,-35.99138815,10.8,40.2,T3,138.8090779,16.71451168,90.41872483,60,1,F
948,0,10/09/2022,11:14:23,-9.25584595,-35.99138491,10.8,40.2,T3,137.8374745,16.59872065,90.42293758,60,1,F
949,0,10/09/2022,11:14:23,-9.25584785,-35.99137978,10.8,40.2,T3,137.3394668,16.51998276,90.43698008,60,1,F
950,0,10/09/2022,11:14:23,-9.25584918,-35.99137532,10.8486,40.2,T3,137.7300611,16.37061234,90.43557583,60,1,F
951,0,10/09/2022,11:14:23,-9.25585086,-35.99136944,10.9242,40.2,T3,136.7877523,16.13439865,90.44400134,60,1,F
952,0,10/09/2022,11:14:24,-9.25585306,-35.99136174,11.0232,40.2,T3,136.6949861,15.98387031,90.45523534,60,1,F
953,0,10/09/2022,11:14:24,-9.2558571,-35.9913483,11.16,40.19895,T3,136.9293427,15.62144441,90.46085234,60,1,F
954,0,10/09/2022,11:14:26,-9.25587318,-35.99129744,11.16,40.19,T3,136.3922755,14.6036413,90.40608657,60,1,F
955,0,10/09/2022,11:14:26,-9.25587685,-35.9912864,11.259,40.19,T3,136.0749176,14.81553888,90.39485256,60,1,F
956,0,10/09/2022,11:14:28,-9.25589225,-35.99124165,11.52,40.1818,T3,136.2116257,15.73144588,90.43417158,60,1,F
957,0,10/09/2022,11:14:58,-9.25614246,-35.99031812,12.6,40.08,T3,136.0749176,15.67470828,90.39766107,60,1,F
958,0,10/09/2022,11:14:58,-9.256146345,-35.99030191,12.6,40.08,T3,136.5973376,15.68397156,90.41310782,60,1,F
959,0,10/09/2022,11:14:59,-9.256150755,-35.99028049,12.6,40.08,T3,143.5938584,15.90050078,90.42434183,60,1,F
960,0,10/09/2022,11:15:02,-9.25617626,-35.9901597,12.96,40.06755,T3,151.5815122,15.50449547,90.40187382,60,1,F
961,0,10/09/2022,11:15:10,-9.256230575,-35.98988888,13.32,40.04,T3,138.389189,14.52490341,90.46366085,60,1,F
962,0,10/09/2022,11:15:13,-9.256247225,-35.98978523,13.68,40.0217,T3,145.3564152,17.7797891,90.41029932,60,1,F
963,0,10/09/2022,11:15:15,-9.256258375,-35.98970407,13.68,40.0194,T3,141.279587,15.18143852,90.4706821,60,1,F
964,0,10/09/2022,11:15:15,-9.256259175,-35.98969815,13.68,40.0178,T3,142.861494,14.78195948,90.44119284,60,1,F
965,0,10/09/2022,11:15:15,-9.25626,-35.98969204,13.68,40.01615,T3,138.047419,14.59437802,90.44961834,60,1,F
966,0,10/09/2022,11:15:15,-9.256260575,-35.98968779,13.68,40.015,T3,138.3061877,14.47048163,90.45944809,60,1,F
967,0,10/09/2022,11:15:16,-9.256261225,-35.98968298,13.68,40.0137,T3,137.6128828,14.39753328,90.45383109,60,1,F
968,0,10/09/2022,11:15:16,-9.256262175,-35.98967595,13.68,40.0118,T3,136.9586373,14.31647956,90.45383109,60,1,F
969,0,10/09/2022,11:15:16,-9.256262875,-35.98967077,13.68,40.0104,T3,138.7407239,14.50985057,90.42715033,60,1,F
970,0,10/09/2022,11:15:16,-9.25626375,-35.98966455,13.68,40.01,T3,138.7163118,14.57932519,90.42153333,60,1,F
971,0,10/09/2022,11:15:16,-9.256264225,-35.98966123,13.68,40.01,T3,136.7291631,14.59900966,90.41872483,60,1,F
972,0,10/09/2022,11:15:16,-9.256265275,-35.98965388,13.68,40.01,T3,136.7584577,14.86185529,90.41872483,60,1,F
973,0,10/09/2022,11:15:17,-9.25626585,-35.98964985,13.68,40.01,T3,136.7975171,14.93364572,90.42293758,60,1,F
974,0,10/09/2022,11:15:17,-9.2562665,-35.9896453,13.68,40.01,T3,136.2799797,14.85259201,90.42012908,60,1,F
975,0,10/09/2022,11:15:17,-9.256267475,-35.98963848,13.68,40.01,T3,136.3336864,14.90469797,90.40889507,60,1,F
976,0,10/09/2022,11:15:17,-9.25626815,-35.98963374,13.68,40.00985,T3,137.3785262,14.89543469,90.40608657,60,1,F
977,0,10/09/2022,11:15:17,-9.2562696,-35.9896233,13.68,40.00695,T3,139.0092575,14.72637979,90.39625682,60,1,F
978,0,10/09/2022,11:15:17,-9.25627025,-35.98961862,13.68,40.00565,T3,138.2036567,14.70090576,90.39485256,60,1,F
979,0,10/09/2022,11:15:18,-9.25627085,-35.9896143,13.68,40.00445,T3,138.2085391,14.74374844,90.40187382,60,1,F
980,0,10/09/2022,11:15:18,-9.256271825,-35.98960728,13.68,40.0025,T3,140.0492149,14.83290753,90.40187382,60,1,F
981,0,10/09/2022,11:15:18,-9.2562723,-35.98960386,13.68,40.00155,T3,137.2076412,15.0552263,90.40327807,60,1,F
982,0,10/09/2022,11:15:18,-9.256273,-35.98959882,13.68,40.00015,T3,139.0678466,15.38059908,90.39625682,60,1,F
983,0,10/09/2022,11:15:18,-9.2562737,-35.98959366,13.68,40.0,T3,139.4389112,15.75344618,90.40608657,60,1,F
984,0,10/09/2022,11:15:18,-9.2562743,-35.98958922,13.68,40.0,T3,138.4282484,15.82523661,90.40749082,60,1,F
985,0,10/09/2022,11:15:18,-9.256275075,-35.98958349,13.68,40.0,T3,138.0620663,16.08113477,90.41029932,60,1,F
986,0,10/09/2022,11:15:19,-9.256277475,-35.98956573,13.68,40.0,T3,140.4544565,16.38450726,90.42995883,60,1,F
987,0,10/09/2022,11:15:19,-9.256278625,-35.98955463,13.743,40.0,T3,138.8920792,16.4227183,90.43978859,60,1,F
988,0,10/09/2022,11:15:19,-9.25627906,-35.98954926,13.7952,40.0,T3,140.2249823,16.19460998,90.43698008,60,1,F
989,0,10/09/2022,11:15:19,-9.256279525,-35.98954353,13.851,40.0,T3,136.7242807,16.19460998,90.44259709,60,1,F
990,0,10/09/2022,11:15:20,-9.25628047,-35.98953187,13.9644,40.0,T3,136.3483337,16.30345354,90.45663959,60,1,F
991,0,10/09/2022,11:15:20,-9.256280845,-35.98952725,14.0094,40.0,T3,136.6071024,16.33819085,90.43838433,60,1,F
992,0,10/09/2022,11:15:20,-9.256281225,-35.9895232,14.04,39.9997,T3,137.9839474,16.57787827,90.45944809,60,1,F
993,0,10/09/2022,11:15:20,-9.2562823,-35.98951546,14.04,39.99755,T3,136.7926347,17.1915707,90.46085234,60,1,F
994,0,10/09/2022,11:15:20,-9.256282925,-35.98951096,14.04,39.9963,T3,139.7611516,17.44631095,90.46927785,60,1,F
995,0,10/09/2022,11:15:21,-9.25628515,-35.98949494,14.04,39.99185,T3,141.8313015,17.44283722,90.43698008,60,1,F
996,0,10/09/2022,11:15:21,-9.256285775,-35.98949044,14.04,39.9906,T3,138.4770727,17.00051551,90.43978859,60,1,F
997,0,10/09/2022,11:15:21,-9.256288,-35.98947404,14.04,39.99,T3,138.9116089,15.5079692,90.41732058,60,1,F
998,0,10/09/2022,11:15:22,-9.25628875,-35.98946849,14.04,39.99,T3,136.0309758,14.82827589,90.42012908,60,1,F
999,0,10/09/2022,11:15:22,-9.256290225,-35.98945758,14.04,39.99,T3,137.5787058,13.99458052,90.41170357,60,1,F
1000,0,10/09/2022,11:15:22,-9.256290875,-35.98945277,14.04,39.99,T3,137.5445288,13.75257728,90.40187382,60,1,F
1001,0,10/09/2022,11:15:22,-9.256291595,-35.98944483,14.04,39.9883,T3,136.807282,13.32878213,90.41310782,60,1,F
1002,0,10/09/2022,11:15:23,-9.2562926,-35.9894321,14.04,39.98495,T3,137.1099926,13.26625497,90.41029932,60,1,F
1003,0,10/09/2022,11:15:23,-9.25629317,-35.98942488,14.04,39.98305,T3,136.3141567,13.36351943,90.40187382,60,1,F
1004,0,10/09/2022,11:15:23,-9.25629462,-35.98940829,14.04,39.98,T3,137.2906425,14.22153092,90.40468232,60,1,F
1005,0,10/09/2022,11:15:23,-9.25629522,-35.98940274,14.04,39.98,T3,136.3141567,14.50521893,90.39906532,60,1,F
1006,0,10/09/2022,11:15:24,-9.25629618,-35.98939386,14.04,39.98,T3,138.457543,15.04480511,90.40327807,60,1,F
1007,0,10/09/2022,11:15:24,-9.25629668,-35.98938924,14.04,39.98,T3,138.7114293,15.31344028,90.39063981,60,1,F
1008,0,10/09/2022,11:15:24,-9.25629738,-35.98938276,14.04,39.98,T3,140.005273,15.61333904,90.41732058,60,1,F
1009,0,10/09/2022,11:15:24,-9.256298275,-35.98937481,14.04,39.98,T3,138.9164913,15.755762,90.42293758,60,1,F
1010,0,10/09/2022,11:15:24,-9.256299025,-35.98936926,14.04,39.98,T3,136.7975171,15.96187002,90.40608657,60,1,F
1011,0,10/09/2022,11:15:24,-9.256299525,-35.98936556,14.04,39.98,T3,138.1108906,16.06955567,90.42434183,60,1,F
1012,0,10/09/2022,11:15:24,-9.2563004,-35.98935908,14.04,39.98,T3,137.4517626,16.28145325,90.43838433,60,1,F
1013,0,10/09/2022,11:15:25,-9.25630295,-35.98934021,14.04,39.98,T3,137.0221089,16.51535112,90.45102259,60,1,F
1014,0,10/09/2022,11:15:26,-9.256307075,-35.98928908,14.157,39.97,T3,138.1645973,16.07650313,90.43698008,60,1,F
1015,0,10/09/2022,11:15:27,-9.256307975,-35.98927798,14.265,39.97,T3,136.4362174,16.0047127,90.42012908,60,1,F
1016,0,10/09/2022,11:15:27,-9.256308455,-35.98927206,14.3226,39.97,T3,138.0425365,15.95029092,90.40889507,60,1,F
1017,0,10/09/2022,11:15:27,-9.25630889,-35.98926669,14.3748,39.97,T3,138.5796037,15.89702705,90.39063981,60,1,F
1018,0,10/09/2022,11:15:27,-9.25630944,-35.98926087,14.4,39.9691,T3,138.0376541,15.86807929,90.38642706,60,1,F
1019,0,10/09/2022,11:15:27,-9.2563104,-35.98925175,14.4,39.9667,T3,136.0212109,15.85997392,90.38361856,60,1,F
1020,0,10/09/2022,11:15:28,-9.25631222,-35.98923446,14.4,39.96215,T3,137.4957045,15.9479751,90.37238455,60,1,F
1021,0,10/09/2022,11:15:28,-9.2563129,-35.989228,14.4,39.96045,T3,136.1188595,15.79628885,90.37238455,60,1,F
1022,0,10/09/2022,11:15:28,-9.256313355,-35.98922287,14.4,39.96,T3,138.5405443,15.77081483,90.40327807,60,1,F
1023,0,10/09/2022,11:15:29,-9.25631692,-35.98917211,14.4,39.96,T3,136.1969784,16.13092491,90.43136308,60,1,F
1024,0,10/09/2022,11:15:30,-9.25631726,-35.98916548,14.4,39.96,T3,138.2964229,16.22818938,90.41591632,60,1,F
1025,0,10/09/2022,11:15:30,-9.25631748,-35.98916119,14.4,39.96,T3,137.9204758,16.31734846,90.41310782,60,1,F
1026,0,10/09/2022,11:15:30,-9.25631775,-35.98915593,14.4,39.96,T3,137.5005869,16.23976848,90.44119284,60,1,F
1027,0,10/09/2022,11:15:30,-9.256318145,-35.98914853,14.4,39.9598,T3,137.6568247,16.31966428,90.43276733,60,1,F
1028,0,10/09/2022,11:15:30,-9.25631849,-35.98914416,14.4,39.95865,T3,138.1890094,16.34629622,90.45383109,60,1,F
1029,0,10/09/2022,11:15:30,-9.256319,-35.9891377,14.4,39.95695,T3,137.7788854,16.40998128,90.46085234,60,1,F
1030,0,10/09/2022,11:15:30,-9.25631939,-35.98913276,14.4,39.95565,T3,137.0416386,16.24440012,90.44821409,60,1,F
1031,0,10/09/2022,11:15:36,-9.256328445,-35.9889043,14.76,39.9365,T3,162.5230357,16.58250991,90.43136308,60,1,F
1032,0,10/09/2022,11:16:06,-9.25629568,-35.98767688,16.56,39.8139,T3,145.5761245,16.61145767,90.40889507,60,1,F
1033,0,10/09/2022,11:16:08,-9.25628868,-35.9875668,16.56,39.8,T3,138.2134216,15.41881012,90.37800156,60,1,F
1034,0,10/09/2022,11:16:08,-9.256287825,-35.98755398,16.56,39.8,T3,143.6817421,15.12585882,90.37378881,60,1,F
1035,0,10/09/2022,11:16:10,-9.2562837,-35.9874929,16.56,39.79195,T3,142.8859061,15.17217523,90.38502281,60,1,F
1036,0,10/09/2022,11:16:10,-9.25628278,-35.9874805,16.56,39.79,T3,138.6235456,15.42923131,90.38642706,60,1,F
1037,0,10/09/2022,11:16:10,-9.2562822,-35.98747398,16.56,39.79,T3,136.9146954,15.40259937,90.38221431,60,1,F
1038,0,10/09/2022,11:16:10,-9.25628112,-35.98746183,16.56,39.79,T3,139.5316774,15.67933992,90.39204406,60,1,F
