id_choque,tipo_choque,data_choque,hora_choque,latitude_choque,longitude_choque,velocidade_choque,posicao_choque,trecho_choque,forca_maxima_choque,ACT_choque,PEG_choque,id_vagao,id_viagem
986,0,10/09/2022,11:15:19,"-9,256277475","-35,98956573","13,68",40,T3,"140,4544565","16,38450726","90,42995883",60,1
987,0,10/09/2022,11:15:19,"-9,256278625","-35,98955463","13,743",40,T3,"138,8920792","16,4227183","90,43978859",60,1
988,0,10/09/2022,11:15:19,"-9,25627906","-35,98954926","13,7952",40,T3,"140,2249823","16,19460998","90,43698008",60,1
989,0,10/09/2022,11:15:19,"-9,256279525","-35,98954353","13,851",40,T3,"136,7242807","16,19460998","90,44259709",60,1
990,0,10/09/2022,11:15:20,"-9,25628047","-35,98953187","13,9644",40,T3,"136,3483337","16,30345354","90,45663959",60,1
991,0,10/09/2022,11:15:20,"-9,256280845","-35,98952725","14,0094",40,T3,"136,6071024","16,33819085","90,43838433",60,1
992,0,10/09/2022,11:15:20,"-9,256281225","-35,9895232","14,04","39,9997",T3,"137,9839474","16,57787827","90,45944809",60,1
993,0,10/09/2022,11:15:20,"-9,2562823","-35,98951546","14,04","39,99755",T3,"136,7926347","17,1915707","90,46085234",60,1
994,0,10/09/2022,11:15:20,"-9,256282925","-35,98951096","14,04","39,9963",T3,"139,7611516","17,44631095","90,46927785",60,1
995,0,10/09/2022,11:15:21,"-9,25628515","-35,98949494","14,04","39,99185",T3,"141,8313015","17,44283722","90,43698008",60,1
996,0,10/09/2022,11:15:21,"-9,256285775","-35,98949044","14,04","39,9906",T3,"138,4770727","17,00051551","90,43978859",60,1
997,0,10/09/2022,11:15:21,"-9,256288","-35,98947404","14,04","39,99",T3,"138,9116089","15,5079692","90,41732058",60,1
998,0,10/09/2022,11:15:22,"-9,25628875","-35,98946849","14,04","39,99",T3,"136,0309758","14,82827589","90,42012908",60,1
999,0,10/09/2022,11:15:22,"-9,256290225","-35,98945758","14,04","39,99",T3,"137,5787058","13,99458052","90,41170357",60,1
1000,0,10/09/2022,11:15:22,"-9,256290875","-35,98945277","14,04","39,99",T3,"137,5445288","13,75257728","90,40187382",60,1
1001,0,10/09/2022,11:15:22,"-9,256291595","-35,98944483","14,04","39,9883",T3,"136,807282","13,32878213","90,41310782",60,1
1002,0,10/09/2022,11:15:23,"-9,2562926","-35,9894321","14,04","39,98495",T3,"137,1099926","13,26625497","90,41029932",60,1
1003,0,10/09/2022,11:15:23,"-9,25629317","-35,98942488","14,04","39,98305",T3,"136,3141567","13,36351943","90,40187382",60,1
1004,0,10/09/2022,11:15:23,"-9,25629462","-35,98940829","14,04","39,98",T3,"137,2906425","14,22153092","90,40468232",60,1
1005,0,10/09/2022,11:15:23,"-9,25629522","-35,98940274","14,04","39,98",T3,"136,3141567","14,50521893","90,39906532",60,1
1006,0,10/09/2022,11:15:24,"-9,25629618","-35,98939386","14,04","39,98",T3,"138,457543","15,04480511","90,40327807",60,1
1007,0,10/09/2022,11:15:24,"-9,25629668","-35,98938924","14,04","39,98",T3,"138,7114293","15,31344028","90,39063981",60,1
1008,0,10/09/2022,11:15:24,"-9,25629738","-35,98938276","14,04","39,98",T3,"140,005273","15,61333904","90,41732058",60,1
1009,0,10/09/2022,11:15:24,"-9,256298275","-35,98937481","14,04","39,98",T3,"138,9164913","15,755762","90,42293758",60,1
1010,0,10/09/2022,11:15:24,"-9,256299025","-35,98936926","14,04","39,98",T3,"136,7975171","15,96187002","90,40608657",60,1
1011,0,10/09/2022,11:15:24,"-9,256299525","-35,98936556","14,04","39,98",T3,"138,1108906","16,06955567","90,42434183",60,1
1012,0,10/09/2022,11:15:24,"-9,2563004","-35,98935908","14,04","39,98",T3,"137,4517626","16,28145325","90,43838433",60,1
1013,0,10/09/2022,11:15:25,"-9,25630295","-35,98934021","14,04","39,98",T3,"137,0221089","16,51535112","90,45102259",60,1
1014,0,10/09/2022,11:15:26,"-9,256307075","-35,98928908","14,157","39,97",T3,"138,1645973","16,07650313","90,43698008",60,1
1015,0,10/09/2022,11:15:27,"-9,256307975","-35,98927798","14,265","39,97",T3,"136,4362174","16,0047127","90,42012908",60,1
1016,0,10/09/2022,11:15:27,"-9,256308455","-35,98927206","14,3226","39,97",T3,"138,0425365","15,95029092","90,40889507",60,1
1017,0,10/09/2022,11:15:27,"-9,25630889","-35,98926669","14,3748","39,97",T3,"138,5796037","15,89702705","90,39063981",60,1
1018,0,10/09/2022,11:15:27,"-9,25630944","-35,98926087","14,4","39,9691",T3,"138,0376541","15,86807929","90,38642706",60,1
1019,0,10/09/2022,11:15:27,"-9,2563104","-35,98925175","14,4","39,9667",T3,"136,0212109","15,85997392","90,38361856",60,1
1020,0,10/09/2022,11:15:28,"-9,25631222","-35,98923446","14,4","39,96215",T3,"137,4957045","15,9479751","90,37238455",60,1
1021,0,10/09/2022,11:15:28,"-9,2563129","-35,989228","14,4","39,96045",T3,"136,1188595","15,79628885","90,37238455",60,1
1022,0,10/09/2022,11:15:28,"-9,256313355","-35,98922287","14,4","39,96",T3,"138,5405443","15,77081483","90,40327807",60,1
1023,0,10/09/2022,11:15:29,"-9,25631692","-35,98917211","14,4","39,96",T3,"136,1969784","16,13092491","90,43136308",60,1
1024,0,10/09/2022,11:15:30,"-9,25631726","-35,98916548","14,4","39,96",T3,"138,2964229","16,22818938","90,41591632",60,1
1025,0,10/09/2022,11:15:30,"-9,25631748","-35,98916119","14,4","39,96",T3,"137,9204758","16,31734846","90,41310782",60,1
1026,0,10/09/2022,11:15:30,"-9,25631775","-35,98915593","14,4","39,96",T3,"137,5005869","16,23976848","90,44119284",60,1
1027,0,10/09/2022,11:15:30,"-9,256318145","-35,98914853","14,4","39,9598",T3,"137,6568247","16,31966428","90,43276733",60,1
1028,0,10/09/2022,11:15:30,"-9,25631849","-35,98914416","14,4","39,95865",T3,"138,1890094","16,34629622","90,45383109",60,1
1029,0,10/09/2022,11:15:30,"-9,256319","-35,9891377","14,4","39,95695",T3,"137,7788854","16,40998128","90,46085234",60,1
1030,0,10/09/2022,11:15:30,"-9,25631939","-35,98913276","14,4","39,95565",T3,"137,0416386","16,24440012","90,44821409",60,1
1031,0,10/09/2022,11:15:36,"-9,256328445","-35,9889043","14,76","39,9365",T3,"162,5230357","16,58250991","90,43136308",60,1
1032,0,10/09/2022,11:16:06,"-9,25629568","-35,98767688","16,56","39,8139",T3,"145,5761245","16,61145767","90,40889507",60,1
1033,0,10/09/2022,11:16:08,"-9,25628868","-35,9875668","16,56","39,8",T3,"138,2134216","15,41881012","90,37800156",60,1
1034,0,10/09/2022,11:16:08,"-9,256287825","-35,98755398","16,56","39,8",T3,"143,6817421","15,12585882","90,37378881",60,1
1035,0,10/09/2022,11:16:10,"-9,2562837","-35,9874929","16,56","39,79195",T3,"142,8859061","15,17217523","90,38502281",60,1
1036,0,10/09/2022,11:16:10,"-9,25628278","-35,9874805","16,56","39,79",T3,"138,6235456","15,42923131","90,38642706",60,1
1037,0,10/09/2022,11:16:10,"-9,2562822","-35,98747398","16,56","39,79",T3,"136,9146954","15,40259937","90,38221431",60,1
1038,0,10/09/2022,11:16:10,"-9,25628112","-35,98746183","16,56","39,79",T3,"139,5316774","15,67933992","90,39204406",60,1
1039,0,10/09/2022,11:16:11,"-9,25628058","-35,98745575","16,56","39,79",T3,"139,0239048","15,74997245","90,41170357",60,1
1040,0,10/09/2022,11:16:11,"-9,25627934","-35,9874418","16,56","39,79",T3,"142,5294888","15,86807929","90,40889507",60,1
1041,0,10/09/2022,11:16:12,"-9,256277465","-35,98741567","16,56","39,7845",T3,"138,0864784","15,85186855","90,42715033",60,1
1042,0,10/09/2022,11:16:12,"-9,256276955","-35,98740836","16,56","39,7828",T3,"136,841459","15,44312623","90,42012908",60,1
1043,0,10/09/2022,11:16:12,"-9,256276565","-35,98740277","16,56","39,7815",T3,"136,4410998","15,38870445","90,41451207",60,1
1044,0,10/09/2022,11:16:12,"-9,25627634","-35,98739954","16,56","39,78075",T3,"140,7181077","15,4060731","90,41170357",60,1
1045,0,10/09/2022,11:16:12,"-9,25627601","-35,98739475","16,56","39,78",T3,"136,465512","15,14901703","90,42153333",60,1
1046,0,10/09/2022,11:16:13,"-9,2562743","-35,9873691","16,56","39,78",T3,"146,9383222","15,43733668","90,37800156",60,1
1047,0,10/09/2022,11:16:19,"-9,256243305","-35,98710028","16,56","39,75",T3,"144,2822808","16,310401","90,36676755",60,1
1048,0,10/09/2022,11:16:20,"-9,25623625","-35,98704245","16,9092","39,74025",T3,"137,2564655","15,28680835","90,39063981",60,1
1049,0,10/09/2022,11:16:20,"-9,256235675","-35,98703728","16,92","39,74",T3,"137,2711128","14,98459377","90,39344831",60,1
1050,0,10/09/2022,11:16:20,"-9,2562351","-35,9870321","16,92","39,74",T3,"136,4264525","14,65111562","90,38221431",60,1
1051,0,10/09/2022,11:16:20,"-9,2562341","-35,9870231","16,92","39,74",T3,"137,6128828","14,51679804","90,38783131",60,1
1052,0,10/09/2022,11:16:21,"-9,256233425","-35,98701703","16,92","39,74",T3,"140,1029216","14,53648251","90,38502281",60,1
1053,0,10/09/2022,11:16:21,"-9,25623155","-35,98700015","16,92","39,74",T3,"143,8038028","15,36207251","90,39766107",60,1
1054,0,10/09/2022,11:16:22,"-9,256227975","-35,98696673","16,92","39,74",T3,"140,7327549","16,95304119","90,42574608",60,1
1055,0,10/09/2022,11:16:22,"-9,256225155","-35,98694303","16,92","39,7386",T3,"138,83349","16,92988298","90,41310782",60,1
1056,0,10/09/2022,11:16:23,"-9,256221585","-35,98692008","16,92","39,7335",T3,"140,8596981","15,59018083","90,37800156",60,1
1057,0,10/09/2022,11:16:23,"-9,25621917","-35,98690455","16,92","39,73005",T3,"137,9888298","14,71248487","90,37378881",60,1
1058,0,10/09/2022,11:16:23,"-9,256218225","-35,98689623","16,92","39,73",T3,"138,1548324","14,53416669","90,38502281",60,1
1059,0,10/09/2022,11:16:23,"-9,2562169","-35,9868843","16,92","39,73",T3,"140,6839306","14,67427383","90,34289529",60,1
1060,0,10/09/2022,11:16:24,"-9,256216275","-35,98687868","16,92","39,73",T3,"141,0159358","15,02859436","90,36115055",60,1
1061,0,10/09/2022,11:16:24,"-9,25621395","-35,98685798","16,92","39,7297",T3,"140,2591593","15,76270946","90,3569378",60,1
1062,0,10/09/2022,11:16:24,"-9,25621242","-35,9868465","16,92","39,72715",T3,"140,3909849","15,71755096","90,3653633",60,1
1063,0,10/09/2022,11:16:25,"-9,25620993","-35,98682783","16,92","39,723",T3,"136,8219293","15,55891725","90,36957605",60,1
1064,0,10/09/2022,11:16:25,"-9,256208075","-35,98681388","16,92","39,72",T3,"137,2955249","15,41996803","90,36676755",60,1
1065,0,10/09/2022,11:16:25,"-9,2562074","-35,9868078","16,92","39,72",T3,"136,636397","15,31344028","90,3625548",60,1
1066,0,10/09/2022,11:16:26,"-9,256205275","-35,98678868","16,92","39,72",T3,"140,5960469","15,67818201","90,38081006",60,1
1067,0,10/09/2022,11:16:26,"-9,256204075","-35,98677788","16,92","39,72",T3,"139,5170301","15,9375539","90,39766107",60,1
1068,0,10/09/2022,11:16:26,"-9,256200125","-35,98674998","16,92","39,72",T3,"141,5578854","16,6045102","90,41451207",60,1
1069,0,10/09/2022,11:16:27,"-9,256198305","-35,98673828","16,92","39,72",T3,"140,1224513","16,20039953","90,42574608",60,1
1070,0,10/09/2022,11:16:27,"-9,25619694","-35,9867295","16,92","39,72",T3,"140,3568079","15,84492108","90,42012908",60,1
1071,0,10/09/2022,11:16:27,"-9,25619575","-35,98672095","16,92","39,71925",T3,"139,971096","15,63765515","90,42012908",60,1
1072,0,10/09/2022,11:16:27,"-9,256193825","-35,98670363","16,92","39,7154",T3,"140,1370986","16,04292374","90,38923556",60,1
1073,0,10/09/2022,11:16:28,"-9,256192425","-35,98669103","16,92","39,7126",T3,"138,8969616","16,69598511","90,37940581",60,1
1074,0,10/09/2022,11:16:28,"-9,256191475","-35,98668248","16,92","39,7107",T3,"136,0993298","17,12209608","90,39485256",60,1
1075,0,10/09/2022,11:16:28,"-9,256190925","-35,98667798","16,92","39,71",T3,"138,2915404","17,17420204","90,38502281",60,1
1076,0,10/09/2022,11:16:28,"-9,2561897","-35,9866701","16,92","39,71",T3,"141,347941","17,16146503","90,3653633",60,1
1077,0,10/09/2022,11:16:28,"-9,256188895","-35,98666493","16,92","39,71",T3,"137,4908221","16,94262","90,36957605",60,1
1078,0,10/09/2022,11:16:28,"-9,256187775","-35,98665773","16,92","39,71",T3,"137,7105314","16,62072095","90,3653633",60,1
1079,0,10/09/2022,11:16:29,"-9,25618627","-35,98664805","16,92","39,71",T3,"138,4477782","16,06492403","90,36115055",60,1
1080,0,10/09/2022,11:16:29,"-9,256184905","-35,98663928","16,92","39,71",T3,"137,9058285","15,50449547","90,3597463",60,1
1081,0,10/09/2022,11:16:29,"-9,25618325","-35,98662645","16,92","39,71",T3,"138,6528402","14,77964366","90,37238455",60,1
1082,0,10/09/2022,11:16:29,"-9,256182675","-35,98662128","16,92","39,71",T3,"137,2564655","14,74374844","90,37238455",60,1
1083,0,10/09/2022,11:16:29,"-9,256181975","-35,98661498","16,92","39,71",T3,"136,6315146","14,72637979","90,3653633",60,1
1084,0,10/09/2022,11:16:30,"-9,25618155","-35,98661115","16,92","39,71",T3,"136,0358582","14,74374844","90,35834205",60,1
1085,0,10/09/2022,11:16:30,"-9,256180875","-35,98660508","16,92","39,71",T3,"137,1392872","14,84217081","90,36676755",60,1
1086,0,10/09/2022,11:16:30,"-9,256179125","-35,98658933","16,92","39,71",T3,"137,4859396","15,21386","90,3569378",60,1
1087,0,10/09/2022,11:16:30,"-9,25617637","-35,98656817","16,92","39,7054",T3,"137,1051102","15,96881748","90,3681718",60,1
1088,0,10/09/2022,11:16:31,"-9,25617409","-35,98655069","16,92","39,7016",T3,"136,6901037","15,61681277","90,40187382",60,1
1089,0,10/09/2022,11:16:31,"-9,256172155","-35,98653703","16,9686","39,7",T3,"138,3745417","15,18491225","90,40608657",60,1
1090,0,10/09/2022,11:16:31,"-9,25616967","-35,98652105","17,0964","39,7",T3,"137,4029383","14,52258759","90,42012908",60,1
1091,0,10/09/2022,11:16:32,"-9,25616855","-35,98651385","17,154","39,7",T3,"138,4770727","14,56774609","90,41872483",60,1
1092,0,10/09/2022,11:16:32,"-9,25616757","-35,98650755","17,2044","39,7",T3,"136,328804","14,49942938","90,41732058",60,1
1093,0,10/09/2022,11:16:32,"-9,256166905","-35,98650328","17,2386","39,7",T3,"136,3825107","14,52490341","90,43978859",60,1
1094,0,10/09/2022,11:16:32,"-9,25616589","-35,98649675","17,2692","39,69965",T3,"138,0620663","14,69164248","90,42715033",60,1
1095,0,10/09/2022,11:16:32,"-9,25616463","-35,98648865","17,2044","39,69785",T3,"136,2848621","14,99154124","90,41029932",60,1
1096,0,10/09/2022,11:16:32,"-9,256163755","-35,98648303","17,1594","39,6966",T3,"137,5347639","15,23933403","90,41451207",60,1
1097,0,10/09/2022,11:16:32,"-9,25616302","-35,9864783","17,1216","39,69555",T3,"137,6177652","15,48712682","90,40187382",60,1
1098,0,10/09/2022,11:16:33,"-9,2561619","-35,9864711","17,064","39,69395",T3,"138,2475986","15,66312918","90,41732058",60,1
1099,0,10/09/2022,11:16:33,"-9,25616071","-35,98646345","17,0028","39,69225",T3,"136,2311554","15,85650019","90,39766107",60,1
1100,0,10/09/2022,11:16:33,"-9,256159905","-35,98645828","16,9614","39,6911",T3,"137,8570042","16,07650313","90,40046957",60,1
1101,0,10/09/2022,11:16:33,"-9,25615724","-35,98643915","17,0316","39,69",T3,"138,6918996","16,25134758","90,38081006",60,1
1102,0,10/09/2022,11:16:33,"-9,25615619","-35,98643128","17,0946","39,69",T3,"138,4868376","16,30461145","90,37659731",60,1
1103,0,10/09/2022,11:16:34,"-9,25615481","-35,98642093","17,1774","39,69",T3,"139,4682058","16,44471859","90,37800156",60,1
1104,0,10/09/2022,11:16:34,"-9,25615346","-35,9864108","17,2584","39,69",T3,"136,5289835","16,71798541","90,3597463",60,1
1105,0,10/09/2022,11:16:34,"-9,256152645","-35,98640518","17,28","39,6893",T3,"137,0660507","16,69019556","90,36676755",60,1
1106,0,10/09/2022,11:16:34,"-9,256151525","-35,98639798","17,28","39,6877",T3,"138,8090779","16,74345943","90,34991654",60,1
1107,0,10/09/2022,11:16:34,"-9,256150195","-35,98638943","17,28","39,6858",T3,"140,03945","16,69019556","90,3569378",60,1
1108,0,10/09/2022,11:16:35,"-9,256148655","-35,98637953","17,28","39,6836",T3,"136,7193983","16,49682455","90,36676755",60,1
1109,0,10/09/2022,11:16:35,"-9,25614694","-35,9863685","17,28","39,68115",T3,"136,7340456","15,82523661","90,3681718",60,1
1110,0,10/09/2022,11:16:35,"-9,256145995","-35,98636243","17,28","39,68",T3,"137,3589965","15,52533786","90,34851229",60,1
1111,0,10/09/2022,11:16:35,"-9,256143335","-35,98634533","17,28","39,68",T3,"137,183229","14,67543174","90,37800156",60,1
1112,0,10/09/2022,11:16:36,"-9,25614155","-35,98633385","17,28","39,68",T3,"136,3580985","14,96838303","90,39204406",60,1
1113,0,10/09/2022,11:16:36,"-9,25613742","-35,98630494","17,28","39,67715",T3,"139,629326","16,40650755","90,39906532",60,1
1114,0,10/09/2022,11:16:37,"-9,25613592","-35,98629319","17,28","39,67465",T3,"139,6683854","16,86851374","90,40889507",60,1
1115,0,10/09/2022,11:16:37,"-9,25613403","-35,98627839","17,28","39,6715",T3,"136,6217497","17,25293994","90,42995883",60,1
1116,0,10/09/2022,11:16:37,"-9,25613313","-35,98627134","17,28","39,67",T3,"136,841459","17,21704472","90,42434183",60,1
1117,0,10/09/2022,11:16:37,"-9,25613149","-35,98626075","17,28","39,67",T3,"139,3949694","16,6045102","90,42995883",60,1
1118,0,10/09/2022,11:16:38,"-9,256124315","-35,98621463","17,28","39,6674",T3,"137,2808776","14,66732637","90,38502281",60,1
1119,0,10/09/2022,11:16:38,"-9,25612351","-35,98620945","17,28","39,66625",T3,"136,362981","14,73795889","90,38923556",60,1
1120,0,10/09/2022,11:16:39,"-9,25612176","-35,9861982","17,28","39,66375",T3,"138,3501296","14,9417511","90,37519306",60,1
1121,0,10/09/2022,11:16:39,"-9,25611994","-35,9861865","17,28","39,66115",T3,"137,1929939","15,08996361","90,38502281",60,1
1122,0,10/09/2022,11:16:39,"-9,2561191","-35,9861811","17,28","39,66",T3,"137,5933531","15,08996361","90,3541293",60,1
1123,0,10/09/2022,11:16:41,"-9,25610638","-35,98609098","17,28","39,65035",T3,"140,6155766","16,63345796","90,38221431",60,1
1124,0,10/09/2022,11:16:41,"-9,2561043","-35,98607898","17,28","39,65",T3,"140,3568079","16,47829799","90,39204406",60,1
1125,0,10/09/2022,11:16:41,"-9,2561031","-35,98607223","17,28","39,65",T3,"138,286658","16,27334787","90,39766107",60,1
1126,0,10/09/2022,11:16:42,"-9,25610206","-35,98606638","17,28","39,65",T3,"137,0025792","15,9479751","90,41170357",60,1
1127,0,10/09/2022,11:16:42,"-9,25609818","-35,98604455","17,28","39,65",T3,"138,7846658","15,60639157","90,42293758",60,1
1128,0,10/09/2022,11:16:42,"-9,256097085","-35,98603758","17,28","39,6485",T3,"141,2356451","15,60639157","90,43978859",60,1
1129,0,10/09/2022,11:16:42,"-9,256096035","-35,98603083","17,28","39,647",T3,"137,1929939","15,77313065","90,41732058",60,1
1130,0,10/09/2022,11:16:42,"-9,25609495","-35,98602385","17,28","39,64545",T3,"136,7828699","15,91323779","90,41029932",60,1
1131,0,10/09/2022,11:16:43,"-9,25609411","-35,98601845","17,28","39,64425",T3,"139,0043751","15,90397451","90,39906532",60,1
1132,0,10/09/2022,11:16:43,"-9,256092885","-35,98601058","17,28","39,6425",T3,"136,6461618","16,15060939","90,40749082",60,1
1133,0,10/09/2022,11:16:43,"-9,25608998","-35,98599266","17,28","39,64",T3,"136,2116257","16,89977732","90,38502281",60,1
1134,0,10/09/2022,11:16:44,"-9,25608594","-35,98596943","17,28","39,64",T3,"136,4703944","16,29650608","90,36957605",60,1
1135,0,10/09/2022,11:16:44,"-9,256082575","-35,98594973","17,28","39,6392",T3,"137,979065","15,64923425","90,36957605",60,1
1136,0,10/09/2022,11:16:44,"-9,2560817","-35,9859441","17,28","39,63795",T3,"136,2506851","15,57628591","90,34570379",60,1
1137,0,10/09/2022,11:16:44,"-9,25608072","-35,9859378","17,28","39,63655",T3,"139,0971412","15,38059908","90,3513208",60,1
1138,0,10/09/2022,11:16:45,"-9,256078445","-35,98592318","17,28","39,6333",T3,"139,321733","15,46165279","90,3569378",60,1
1139,0,10/09/2022,11:16:45,"-9,256076135","-35,98590833","17,28","39,63",T3,"136,0309758","16,05450284","90,35834205",60,1
1140,0,10/09/2022,11:16:45,"-9,25607482","-35,98590058","17,3376","39,63",T3,"137,3004073","16,29534817","90,3541293",60,1
1141,0,10/09/2022,11:16:45,"-9,25607314","-35,98589071","17,4132","39,63",T3,"136,0163285","16,49798246","90,36395905",60,1
1142,0,10/09/2022,11:16:46,"-9,25607202","-35,98588413","17,4636","39,63",T3,"139,8978596","16,50724574","90,35272505",60,1
1143,0,10/09/2022,11:16:46,"-9,25607038","-35,9858745","17,5374","39,63",T3,"136,5582781","16,38334935","90,38081006",60,1
1144,0,10/09/2022,11:16:46,"-9,25606942","-35,98586886","17,5806","39,63",T3,"136,3580985","16,32313802","90,38361856",60,1
1145,0,10/09/2022,11:16:47,"-9,2560589","-35,98581295","17,28","39,62",T3,"136,328804","15,66660291","90,41872483",60,1
1146,0,10/09/2022,11:16:47,"-9,25605678","-35,98580076","17,28","39,62",T3,"137,7984151","15,70134021","90,42293758",60,1
1147,0,10/09/2022,11:16:47,"-9,25605522","-35,98579179","17,28","39,62",T3,"136,6901037","15,95839629","90,41451207",60,1
1148,0,10/09/2022,11:16:48,"-9,25604914","-35,98575494","17,3808","39,61715",T3,"138,7016645","15,74765662","90,38361856",60,1
1149,0,10/09/2022,11:16:49,"-9,256046935","-35,98574014","17,4942","39,614",T3,"136,0358582","15,22428119","90,37378881",60,1
1150,0,10/09/2022,11:16:49,"-9,256045115","-35,98572792","17,5878","39,6114",T3,"136,0456231","15,12701673","90,36115055",60,1
1151,0,10/09/2022,11:16:49,"-9,25604114","-35,98570445","17,64","39,61",T3,"137,1881115","15,74302498","90,3681718",60,1
1152,0,10/09/2022,11:16:50,"-9,25603954","-35,98569545","17,64","39,61",T3,"137,1783466","15,73491961","90,37238455",60,1
1153,0,10/09/2022,11:16:50,"-9,25603714","-35,98568195","17,64","39,61",T3,"136,3092742","15,67355037","90,34991654",60,1
1154,0,10/09/2022,11:16:51,"-9,25602402","-35,98561714","17,64","39,6",T3,"138,2475986","15,11312181","90,38502281",60,1
1155,0,10/09/2022,11:16:51,"-9,25602286","-35,98561047","17,64","39,6",T3,"136,9488724","15,37828326","90,38221431",60,1
1156,0,10/09/2022,11:16:52,"-9,25602162","-35,98560334","17,64","39,6",T3,"138,9457859","15,69670857","90,38081006",60,1
1157,0,10/09/2022,11:16:52,"-9,25602062","-35,98559759","17,64","39,6",T3,"136,1774487","15,97344912","90,37940581",60,1
1158,0,10/09/2022,11:16:52,"-9,2560195","-35,98559115","17,64","39,6",T3,"139,7269746","16,08924015","90,39204406",60,1
1159,0,10/09/2022,11:16:52,"-9,25601882","-35,98558724","17,64","39,6",T3,"136,0651528","16,0730294","90,40187382",60,1
1160,0,10/09/2022,11:16:52,"-9,25601645","-35,98557568","17,64","39,6",T3,"137,9253582","15,99429151","90,41310782",60,1
1161,0,10/09/2022,11:16:52,"-9,2560149","-35,9855687","17,64","39,6",T3,"136,7828699","15,846079","90,41310782",60,1
1162,0,10/09/2022,11:16:52,"-9,2560139","-35,9855642","17,64","39,6",T3,"136,0749176","15,84492108","90,41451207",60,1
1163,0,10/09/2022,11:16:53,"-9,25600985","-35,98554598","17,64","39,6",T3,"136,704751","16,42619203","90,39063981",60,1
1164,0,10/09/2022,11:16:54,"-9,25599385","-35,98547113","17,64","39,59",T3,"138,0278893","15,48017936","90,3597463",60,1
1165,0,10/09/2022,11:16:55,"-9,25599265","-35,98546549","17,64","39,59",T3,"138,6088983","15,97344912","90,36676755",60,1
1166,0,10/09/2022,11:16:55,"-9,25599015","-35,98545374","17,64","39,59",T3,"137,1685817","16,46208724","90,3569378",60,1
1167,0,10/09/2022,11:16:55,"-9,2559844","-35,98542708","17,64","39,58625",T3,"136,7877523","15,94102764","90,34570379",60,1
1168,0,10/09/2022,11:16:55,"-9,25598325","-35,98542179","17,64","39,5851",T3,"136,4410998","15,43502086","90,34851229",60,1
1169,0,10/09/2022,11:16:56,"-9,25598015","-35,98540753","17,64","39,582",T3,"138,8188428","14,51564013","90,3681718",60,1
1170,0,10/09/2022,11:16:56,"-9,2559749","-35,9853837","17,64","39,58",T3,"136,6608091","14,93596154","90,38221431",60,1
1171,0,10/09/2022,11:16:57,"-9,2559729","-35,9853747","17,64","39,58",T3,"140,3079836","15,62607605","90,38923556",60,1
1172,0,10/09/2022,11:16:57,"-9,2559709","-35,9853657","17,64","39,58",T3,"137,8374745","16,11471417","90,39766107",60,1
1173,0,10/09/2022,11:16:57,"-9,25596955","-35,98535963","17,64","39,58",T3,"140,7620495","16,48756127","90,39485256",60,1
1174,0,10/09/2022,11:16:57,"-9,25596702","-35,98534887","17,64","39,57905",T3,"138,6333105","16,81640778","90,40468232",60,1
1175,0,10/09/2022,11:16:59,"-9,2559496","-35,98527685","17,64","39,57",T3,"138,7407239","16,6948272","90,3653633",60,1
1176,0,10/09/2022,11:16:59,"-9,2559486","-35,98527235","17,64","39,57",T3,"137,3443492","16,76661764","90,34710804",60,1
1177,0,10/09/2022,11:16:59,"-9,25594715","-35,98526583","17,64","39,57",T3,"141,1917033","16,67514273","90,35834205",60,1
1178,0,10/09/2022,11:16:59,"-9,25594388","-35,98525241","17,64","39,5681",T3,"140,8450508","16,08113477","90,3513208",60,1
1179,0,10/09/2022,11:16:59,"-9,25594262","-35,98524747","17,64","39,56705",T3,"136,60222","15,79744677","90,34991654",60,1
1180,0,10/09/2022,11:16:59,"-9,25594094","-35,98524089","17,64","39,56565",T3,"138,2915404","15,76386737","90,3541293",60,1
1181,0,10/09/2022,11:17:00,"-9,25593794","-35,98522914","17,64","39,56315",T3,"137,2418182","15,73491961","90,3513208",60,1
1182,0,10/09/2022,11:17:00,"-9,25593686","-35,98522491","17,64","39,56225",T3,"139,7562691","15,80555214","90,34429954",60,1
1183,0,10/09/2022,11:17:00,"-9,255933495","-35,98521157","17,64","39,56",T3,"137,1197575","15,53228532","90,34289529",60,1
1184,0,10/09/2022,11:17:01,"-9,25592115","-35,98515933","17,64","39,558",T3,"137,3736438","15,65155007","90,3541293",60,1
1185,0,10/09/2022,11:17:02,"-9,25591795","-35,98514493","17,64","39,5548",T3,"137,4371153","16,21776818","90,3709803",60,1
1186,0,10/09/2022,11:17:02,"-9,25591625","-35,98513728","17,64","39,5531",T3,"140,1517459","16,59987856","90,38361856",60,1
1187,0,10/09/2022,11:17:02,"-9,25591315","-35,98512333","17,64","39,55",T3,"144,5556969","17,15220175","90,38923556",60,1
1188,0,10/09/2022,11:17:02,"-9,25590883","-35,98510877","17,64","39,55",T3,"141,4016477","17,40115245","90,39485256",60,1
1189,0,10/09/2022,11:17:03,"-9,25590477","-35,98509514","17,64","39,55",T3,"137,6910017","17,03177908","90,41029932",60,1
1190,0,10/09/2022,11:17:03,"-9,25589855","-35,98507385","17,64","39,54945",T3,"136,0358582","16,29419026","90,38502281",60,1
1191,0,10/09/2022,11:17:04,"-9,25588909","-35,98503515","17,64","39,54085",T3,"139,1069061","14,84448664","90,3681718",60,1
